Unique_Id,Fuel_Type,Horsepower,Engine_Size_CC,Num_Cylinders,Num_Gears,Car_Weight
144,Petrol,110,1600,4,5,1130
145,Petrol,110,1600,4,5,1090
146,Petrol,110,1600,4,5,1130
147,Petrol,97,1400,4,5,1110
148,Petrol,110,1600,4,5,1165
149,Petrol,110,1600,4,5,1130
150,Petrol,110,1600,4,5,1130
151,Petrol,110,1600,4,5,1150
152,Petrol,97,1400,4,5,1110
153,Petrol,110,1600,4,5,1130
154,Petrol,97,1400,4,5,1110
155,Petrol,110,1600,4,5,1115
156,Petrol,110,1600,4,5,1130
157,Petrol,97,1400,4,5,1085
158,Petrol,110,1600,4,5,1105
159,Petrol,110,1600,4,5,1115
160,Petrol,110,1600,4,5,1130
161,Petrol,110,1600,4,5,1180
162,Petrol,110,1600,4,5,1105
163,Petrol,110,1598,4,5,1105
164,Petrol,110,1600,4,5,1115
165,Petrol,110,1600,4,5,1100
166,Petrol,97,1400,4,5,1110
167,Petrol,110,1600,4,5,1130
168,Petrol,110,1600,4,5,1130
169,Petrol,110,1600,4,5,1150
170,Petrol,110,1600,4,5,1130
171,Petrol,98,1400,4,5,1065
172,Petrol,110,1600,4,5,1075
173,Petrol,110,1600,4,5,1130
174,Petrol,97,1400,4,5,1110
175,Petrol,97,1400,4,5,1110
176,Petrol,110,1600,4,5,1130
177,Petrol,110,1600,4,5,1130
178,Petrol,110,1600,4,5,1115
179,Petrol,110,1600,4,5,1115
180,Petrol,110,1600,4,5,1130
181,Petrol,110,1600,4,5,1130
182,Petrol,110,1600,4,5,1075
183,Petrol,97,1400,4,5,1110
184,Petrol,97,1400,4,5,1110
185,Petrol,110,1600,4,5,1130
186,Petrol,98,1400,4,5,1100
187,Petrol,110,1600,4,5,1075
188,Diesel,69,1900,4,5,1110
189,Diesel,90,2000,4,5,1160
190,Diesel,90,2000,4,5,1205
191,CNG,110,1600,4,5,1084
192,Diesel,69,1900,4,5,1105
193,Diesel,69,1800,4,5,1110
194,Diesel,69,1800,4,5,1110
195,Diesel,69,1900,4,5,1140
196,Diesel,69,1900,4,5,1140
197,Petrol,110,1600,4,5,1075
198,Diesel,69,1900,4,5,1095
199,Diesel,90,2000,4,5,1205
200,Petrol,97,1400,4,5,1025
201,CNG,110,1600,4,5,1119
202,Petrol,110,1600,4,5,1075
203,Petrol,97,1400,4,5,1025
204,Petrol,110,1600,4,5,1075
205,Diesel,69,1900,4,5,1110
206,Diesel,69,1900,4,5,1140
207,Petrol,110,1600,4,5,1045
208,Petrol,110,1600,4,5,1075
209,Petrol,97,1400,4,5,1060
210,Petrol,110,1600,4,5,1080
211,CNG,110,1600,4,5,1121
212,Diesel,69,1900,4,5,1140
213,Diesel,90,2000,4,5,1205
214,Petrol,110,1600,4,5,1105
215,Petrol,110,1600,4,5,1075
216,Diesel,90,2000,4,5,1170
217,Petrol,110,1600,4,5,1075
218,Diesel,69,1900,4,5,1105
219,Petrol,97,1400,4,5,1025
220,Petrol,97,1400,4,5,1025
221,Petrol,110,1600,4,5,1075
222,Petrol,110,1600,4,5,1075
223,Petrol,110,1600,4,5,1615
224,Petrol,110,1598,4,5,1075
225,CNG,110,1600,4,5,1067
226,Petrol,110,1600,4,5,1075
227,Petrol,110,1600,4,5,1075
228,Petrol,110,1600,4,5,1040
229,Petrol,97,1400,4,5,1060
230,Petrol,110,1600,4,5,1080
231,Petrol,97,1400,4,5,1060
232,Petrol,97,1400,4,5,1025
233,Petrol,110,1600,4,5,1075
234,Petrol,97,1400,4,5,1030
235,Petrol,110,1600,4,5,1045
236,Petrol,110,1600,4,5,1075
237,Petrol,110,1600,4,5,1075
238,Petrol,110,1600,4,5,1075
239,Diesel,69,1900,4,5,1110
240,Petrol,110,1600,4,5,1110
241,Petrol,110,1600,4,5,1080
242,Petrol,110,1600,4,5,1075
243,Petrol,110,1600,4,5,1055
244,Petrol,110,1600,4,5,1045
245,Diesel,90,2000,4,5,1165
246,Petrol,110,1600,4,5,1075
247,Petrol,110,1600,4,5,1075
248,Petrol,110,1600,4,5,1050
249,Petrol,110,1600,4,5,1030
250,Petrol,110,1600,4,5,1085
251,Petrol,110,1600,4,5,1075
252,Petrol,110,1600,4,5,1075
253,Petrol,110,1600,4,5,1030
254,Petrol,110,1600,4,5,1075
255,Petrol,110,1600,4,5,1105
256,Petrol,110,1600,4,5,1075
257,Petrol,110,1600,4,5,1075
258,Petrol,110,1600,4,5,1075
259,Petrol,97,1400,4,5,1025
260,Petrol,97,1400,4,5,1025
261,Petrol,110,1600,4,5,1075
262,Petrol,97,1400,4,5,1025
263,Petrol,110,1600,4,5,1075
264,Petrol,110,1600,4,5,1030
265,Petrol,110,1600,4,5,1075
266,Petrol,97,1400,4,5,1060
267,Petrol,110,1600,4,5,1075
268,Petrol,110,1600,4,5,1080
269,Petrol,110,1600,4,5,1040
270,Diesel,90,2000,4,5,1205
271,Petrol,110,1600,4,5,1040
272,Diesel,69,1900,4,5,1105
273,Petrol,110,1600,4,5,1075
274,Diesel,69,1900,4,5,1105
275,Petrol,110,1600,4,5,1030
276,Petrol,110,1600,4,5,1075
277,Petrol,110,1600,4,5,1075
278,Petrol,97,1400,4,5,1060
279,Petrol,110,1600,4,5,1040
280,Petrol,97,1400,4,5,1025
281,Petrol,110,1600,4,5,1055
282,Petrol,97,1400,4,5,1060
283,Petrol,110,1600,4,5,1080
284,Petrol,97,1400,4,5,1085
285,Petrol,110,1600,4,5,1105
286,Petrol,110,1600,4,5,1075
287,Petrol,110,1600,4,5,1075
288,Petrol,110,1600,4,5,1075
289,Petrol,97,1400,4,5,1025
290,Petrol,97,1400,4,5,1060
291,Petrol,110,1600,4,5,1075
292,Petrol,110,1600,4,5,1040
293,Petrol,110,1600,4,5,1075
294,Petrol,110,1600,4,5,1050
295,Petrol,110,1600,4,5,1075
296,Petrol,110,1600,4,5,1080
297,Petrol,110,1600,4,5,1040
298,CNG,110,1600,4,5,1103
299,Petrol,110,1600,4,5,1080
300,Petrol,110,1600,4,5,1075
301,Petrol,110,1600,4,5,1055
302,Petrol,110,1600,4,5,1075
303,Petrol,110,1600,4,5,1045
304,Petrol,110,1600,4,5,1055
305,Petrol,97,1398,4,5,1025
306,Petrol,97,1400,4,5,1060
307,Petrol,97,1400,4,5,1060
308,Petrol,97,1400,4,5,1025
309,Petrol,110,1600,4,5,1040
310,Petrol,97,1400,4,5,1025
311,Petrol,110,1600,4,5,1075
312,Petrol,110,1600,4,5,1080
313,Petrol,110,1600,4,5,1080
314,Petrol,97,1400,4,5,1025
315,Petrol,97,1400,4,5,1060
316,Petrol,97,1400,4,5,1030
317,Petrol,110,1600,4,5,1075
318,Petrol,110,1600,4,5,1080
319,Petrol,97,1400,4,5,1025
320,Petrol,97,1400,4,5,1025
321,Petrol,110,1600,4,5,1075
322,Petrol,110,1600,4,5,1090
323,Petrol,110,1600,4,5,1075
324,Petrol,110,1600,4,5,1075
325,Petrol,110,1600,4,5,1040
326,Petrol,110,1600,4,5,1075
327,Petrol,110,1600,4,5,1075
328,Petrol,97,1400,4,5,1025
329,Petrol,110,1600,4,5,1075
330,Petrol,110,1600,4,5,1075
331,Petrol,110,1600,4,5,1075
332,Petrol,110,1600,4,6,1075
333,Petrol,110,1600,4,5,1080
334,Petrol,110,1600,4,5,1075
335,Petrol,110,1600,4,5,1040
336,Petrol,97,1400,4,5,1060
337,Petrol,110,1600,4,5,1040
339,Petrol,110,1600,4,5,1075
340,Petrol,110,1600,4,5,1045
341,Petrol,110,1600,4,5,1040
342,Petrol,110,1600,4,5,1075
343,Petrol,116,1600,4,5,1075
344,Petrol,110,1600,4,5,1070
345,Petrol,110,1600,4,5,1055
346,Petrol,97,1400,4,5,1060
347,Petrol,110,1600,4,5,1075
348,Petrol,110,1600,4,5,1090
349,Petrol,110,1600,4,5,1040
350,Petrol,110,1600,4,5,1075
351,Petrol,110,1600,4,5,1040
352,Petrol,110,1600,4,5,1075
353,Petrol,97,1400,4,5,1060
354,Petrol,97,1400,4,5,1060
355,Petrol,110,1600,4,5,1075
356,Petrol,97,1400,4,5,1060
357,Petrol,110,1600,4,5,1045
358,Petrol,110,1600,4,5,1080
359,Petrol,110,1600,4,5,1060
360,Petrol,110,1600,4,5,1055
361,Petrol,110,1600,4,5,1080
362,Petrol,110,1600,4,5,1030
363,Petrol,110,1600,4,5,1040
364,Petrol,97,1400,4,5,1025
365,Petrol,97,1400,4,5,1025
366,Petrol,110,1600,4,5,1075
367,Petrol,110,1600,4,5,1075
368,Petrol,86,1300,4,5,1035
369,Petrol,97,1400,4,5,1025
370,Petrol,97,1400,4,5,1025
371,Petrol,110,1600,4,5,1030
372,Petrol,110,1600,4,5,1080
373,Petrol,110,1600,4,5,1030
374,Petrol,110,1600,4,5,1075
375,Petrol,97,1400,4,5,1060
376,Petrol,97,1400,4,5,1085
377,Petrol,110,1600,4,5,1080
378,Petrol,97,1400,4,5,1060
379,Petrol,110,1600,4,5,1075
380,Petrol,97,1400,4,5,1060
381,Diesel,69,1900,4,5,1110
382,Diesel,69,1900,4,5,1095
383,Diesel,69,1900,4,5,1105
384,Diesel,72,2000,4,5,1100
385,Diesel,69,1900,4,5,1095
386,CNG,110,1600,4,5,1075
387,Diesel,72,2000,4,5,1135
388,Petrol,110,1600,4,5,1080
389,Diesel,69,1900,4,5,1140
390,CNG,110,1600,4,5,1119
391,Diesel,69,1900,4,5,1110
392,Diesel,69,1900,4,5,1095
393,Diesel,72,2000,4,5,1135
394,Diesel,69,1900,4,5,1140
395,Petrol,110,1600,4,5,1075
396,Diesel,69,1800,4,5,1110
397,Petrol,110,1600,4,5,1055
398,Petrol,110,1600,4,5,1080
399,Diesel,69,1900,4,5,1110
400,Diesel,90,2000,4,5,1165
401,Petrol,110,1600,4,5,1035
402,Petrol,110,1600,4,5,1035
403,Petrol,97,1400,4,5,1025
404,Diesel,69,1900,4,5,1140
405,Diesel,72,2000,4,5,1135
406,Petrol,97,1400,4,5,1060
407,Petrol,97,1400,4,5,1025
408,Petrol,110,1600,4,5,1075
409,Diesel,69,1900,4,5,1140
410,Petrol,110,1600,4,5,1080
411,Petrol,97,1400,4,5,1060
412,Petrol,110,1600,4,5,1080
413,Petrol,110,1600,4,5,1035
414,Petrol,110,1600,4,5,1055
415,Diesel,69,1900,4,5,1140
416,Petrol,110,1600,4,5,1080
417,Petrol,110,1600,4,5,1045
418,Petrol,110,1600,4,5,1080
419,Diesel,72,2000,4,5,1115
420,Petrol,110,1600,4,5,1080
421,Diesel,72,2000,4,5,1115
422,Petrol,86,1300,4,5,1015
423,Petrol,110,1600,4,5,1055
424,Petrol,97,1400,4,5,1025
425,Diesel,69,1900,4,5,1140
426,Petrol,97,1400,4,5,1060
427,Petrol,110,1600,4,5,1075
428,Petrol,110,1600,4,5,1040
429,Petrol,110,1600,4,5,1045
430,Petrol,110,1600,4,5,1075
431,Petrol,110,1600,4,5,1075
432,Petrol,110,1600,4,5,1075
433,Petrol,110,1600,4,5,1040
434,Petrol,97,1400,4,5,1030
435,Petrol,110,1600,4,5,1105
436,Petrol,110,1600,4,5,1070
437,Petrol,97,1400,4,5,1030
438,Petrol,110,1600,4,5,1075
439,CNG,110,1600,4,5,1119
440,Petrol,110,1600,4,5,1075
441,Petrol,110,1600,4,5,1040
442,Petrol,110,1600,4,5,1030
443,Petrol,110,1600,4,5,1035
444,Petrol,97,1400,4,5,1060
445,Petrol,110,1600,4,5,1035
446,Petrol,110,1600,4,5,1080
447,Petrol,110,1600,4,6,1055
448,Petrol,110,1600,4,5,1060
449,Petrol,110,1600,4,5,1080
450,Diesel,69,1900,4,5,1105
451,Petrol,97,1400,4,5,1025
452,Petrol,110,1600,4,5,1075
453,Petrol,110,1587,4,5,1075
454,Petrol,110,1600,4,5,1075
455,Petrol,97,1400,4,5,1030
456,Petrol,110,1600,4,5,1055
457,Petrol,110,1600,4,5,1070
458,Petrol,97,1400,4,5,1025
459,Petrol,110,1600,4,5,1035
460,Petrol,110,1600,4,5,1080
461,Diesel,69,1900,4,5,1105
462,Petrol,110,1600,4,5,1040
463,Petrol,97,1400,4,5,1025
464,Petrol,86,1300,4,6,1025
465,Petrol,97,1400,4,5,1065
466,Diesel,69,1900,4,5,1140
467,Petrol,110,1600,4,5,1030
468,Diesel,72,2000,4,5,1115
469,Petrol,97,1400,4,5,1025
470,Petrol,110,1600,4,5,1090
471,Petrol,110,1600,4,5,1080
472,Petrol,110,1600,4,5,1090
473,Petrol,97,1400,4,5,1060
474,Petrol,97,1400,4,5,1025
475,Petrol,97,1400,4,5,1025
476,Petrol,110,1600,4,5,1075
477,Petrol,110,1600,4,5,1040
478,Petrol,97,1400,4,5,1025
479,Petrol,110,1600,4,5,1075
480,Petrol,110,1600,4,5,1035
481,Petrol,110,1600,4,5,1050
482,Petrol,110,1600,4,5,1035
483,Diesel,69,1900,4,5,1140
484,Petrol,110,1600,4,5,1035
485,Petrol,110,1600,4,5,1080
486,Petrol,110,1600,4,5,1050
487,Petrol,97,1400,4,5,1025
488,Petrol,97,1400,4,5,1060
489,Petrol,110,1600,4,5,1075
490,Diesel,69,2000,4,5,1140
491,Petrol,110,1600,4,5,1050
492,Petrol,110,1600,4,5,1105
493,Petrol,110,1600,4,5,1030
494,Petrol,110,1600,4,5,1075
495,Petrol,97,1400,4,5,1025
496,Petrol,97,1300,4,5,1060
497,Petrol,110,1600,4,5,1035
498,Petrol,110,1600,4,5,1045
499,Petrol,110,1600,4,5,1075
500,Petrol,110,1600,4,5,1050
501,Petrol,110,1600,4,5,1080
502,Petrol,97,1400,4,5,1025
503,Petrol,110,1600,4,5,1080
504,Petrol,110,1600,4,5,1105
505,Petrol,110,1600,4,5,1040
506,Petrol,110,1600,4,5,1045
507,Petrol,97,1400,4,5,1025
508,Petrol,110,1600,4,5,1075
509,Petrol,110,1600,4,5,1035
510,Petrol,97,1400,4,5,1060
511,Petrol,110,1600,4,5,1075
512,Petrol,97,1400,4,5,1060
513,Petrol,97,1400,4,5,1060
514,Petrol,110,1600,4,5,1080
515,Petrol,110,1600,4,5,1080
516,Petrol,97,1400,4,5,1025
517,Petrol,97,1400,4,5,1025
518,Petrol,97,1400,4,5,1085
519,Petrol,110,1600,4,5,1070
520,Petrol,97,1400,4,5,1025
521,Petrol,97,1400,4,5,1060
522,Petrol,110,1600,4,5,1080
523,Petrol,97,1400,4,5,1025
524,Petrol,86,1300,4,5,1045
525,Petrol,110,1600,4,5,1075
526,Petrol,110,1600,4,5,1105
527,Petrol,110,1600,4,5,1055
528,Petrol,110,1600,4,5,1050
529,Petrol,110,1600,4,5,1045
530,Petrol,97,1400,4,5,1025
531,Petrol,110,1600,4,5,1055
532,Petrol,110,1600,4,5,1080
533,Petrol,97,1400,4,5,1025
534,Petrol,110,1600,4,5,1030
535,Petrol,110,1600,4,5,1055
536,Petrol,110,1600,4,5,1075
537,Petrol,110,1600,4,5,1055
538,Petrol,110,1600,4,5,1080
539,Petrol,110,1600,4,5,1070
540,Petrol,97,1400,4,5,1060
541,Petrol,86,1300,4,5,1035
542,Petrol,110,1600,4,5,1035
543,Petrol,110,1600,4,5,1075
544,Petrol,110,1600,4,5,1055
545,Petrol,110,1600,4,5,1030
546,Petrol,97,1400,4,5,1025
547,Petrol,110,1600,4,5,1075
548,Petrol,97,1400,4,5,1060
549,Petrol,110,1600,4,5,1080
550,Petrol,97,1400,4,5,1025
551,Petrol,86,1300,4,5,1025
552,Petrol,97,1400,4,5,1030
554,Petrol,110,1600,4,5,1040
555,Petrol,97,1400,4,5,1025
556,Petrol,110,1600,4,5,1105
557,Petrol,97,1400,4,5,1060
558,Petrol,110,1600,4,5,1075
559,Petrol,97,1400,4,5,1060
560,Petrol,110,1600,4,5,1090
561,Petrol,86,1300,4,5,1045
562,Petrol,110,1600,4,5,1080
563,Petrol,110,1600,4,5,1080
564,Petrol,110,1600,4,5,1040
565,Petrol,97,1400,4,5,1025
566,Petrol,97,1400,4,5,1025
567,Petrol,110,1600,4,5,1055
568,Petrol,97,1400,4,5,1025
569,Petrol,97,1400,4,5,1025
570,Petrol,110,1600,4,5,1035
571,Petrol,97,1400,4,5,1065
572,Petrol,110,1600,4,5,1075
573,Petrol,110,1600,4,5,1080
574,Petrol,110,1600,4,5,1070
575,Petrol,110,1600,4,5,1075
576,Petrol,97,1400,4,5,1025
577,Petrol,110,1600,4,5,1055
578,Petrol,97,1400,4,5,1025
579,Petrol,110,1600,4,5,1075
580,Petrol,110,1600,4,5,1075
581,Petrol,110,1600,4,5,1080
582,Petrol,110,1600,4,5,1050
583,Petrol,110,1600,4,5,1080
584,Petrol,97,1400,4,5,1030
585,Petrol,97,1400,4,5,1025
586,Petrol,97,1400,4,5,1025
587,Petrol,97,1400,4,5,1060
588,Petrol,86,1300,4,5,1050
589,Petrol,110,1600,4,5,1075
590,Petrol,86,1300,4,6,1025
591,Petrol,110,1600,4,5,1055
592,Petrol,97,1400,4,5,1085
593,Petrol,97,1400,4,5,1025
594,Petrol,110,1600,4,5,1040
595,Petrol,97,1400,4,5,1060
596,Petrol,97,1400,4,5,1025
597,Petrol,97,1400,4,5,1060
598,Petrol,97,1400,4,5,1025
599,Petrol,97,1400,4,5,1025
600,Petrol,110,1600,4,5,1030
601,Petrol,97,1400,4,5,1025
602,Petrol,97,1400,4,5,1025
603,Petrol,97,1400,4,5,1065
604,Petrol,110,1600,4,5,1070
605,Diesel,90,2000,4,5,1260
606,Petrol,97,1398,4,5,1025
607,Diesel,72,2000,4,5,1100
608,Diesel,72,2000,4,5,1115
609,Petrol,86,1300,4,5,1000
610,Diesel,72,2000,4,5,1115
611,Diesel,72,2000,4,5,1140
612,Diesel,72,2000,4,5,1115
613,Diesel,72,2000,4,5,1100
614,Petrol,86,1300,4,5,1015
615,Petrol,110,1600,4,5,1050
616,Diesel,72,2000,4,5,1120
617,Diesel,72,2000,4,5,1135
618,Petrol,110,1600,4,6,1065
619,Diesel,90,2000,4,5,1135
620,Diesel,72,2000,4,5,1135
621,Diesel,72,2000,4,5,1135
622,CNG,110,1600,4,6,1065
623,Diesel,72,2000,4,5,1115
624,Petrol,110,1600,4,5,1085
625,Diesel,72,2000,4,5,1115
626,CNG,110,1600,4,5,1078
627,Petrol,110,1600,4,6,1065
628,CNG,110,1600,4,5,1120
629,Diesel,72,2000,4,5,1120
630,Diesel,72,2000,4,5,1135
631,Diesel,72,2000,4,5,1135
632,Diesel,72,2000,4,5,1135
633,Petrol,110,1600,4,5,1050
634,Diesel,72,2000,4,5,1135
635,Diesel,72,2000,4,5,1135
636,Diesel,72,2000,4,5,1135
637,Petrol,110,1600,4,5,1085
638,Diesel,116,2000,4,5,1150
639,Diesel,72,2000,4,5,1115
640,Diesel,72,2000,4,5,1135
641,Petrol,86,1300,4,5,1050
642,Petrol,110,1600,4,5,1090
643,Diesel,72,2000,4,5,1100
644,Petrol,110,1600,4,5,1055
645,Petrol,110,1600,4,5,1070
646,Petrol,110,1600,4,5,1035
647,Petrol,110,1600,4,6,1065
648,Diesel,72,2000,4,5,1150
649,Petrol,110,1600,4,5,1065
650,Petrol,86,1300,4,5,1015
651,Diesel,72,2000,4,5,1115
652,Petrol,86,1300,4,5,1045
653,Petrol,110,1600,4,5,1070
654,CNG,110,1600,4,5,1079
655,Petrol,110,1600,4,5,1055
656,CNG,110,1600,4,5,1109
657,Petrol,110,1600,4,5,1075
658,Diesel,90,2000,4,5,1260
659,Petrol,110,1600,4,5,1065
660,Petrol,86,1300,4,5,1020
661,Petrol,86,1300,4,5,1040
662,Petrol,110,1600,4,5,1070
663,Petrol,110,1600,4,6,1065
664,Diesel,72,2000,4,5,1135
665,Petrol,110,1600,4,6,1065
666,Petrol,110,1600,4,5,1070
667,Petrol,110,1600,4,5,1050
668,Petrol,110,1600,4,5,1075
669,Petrol,110,1600,4,5,1050
670,Petrol,110,1600,4,5,1075
671,Petrol,110,1600,4,5,1035
672,Petrol,110,1600,4,5,1050
673,Petrol,86,1300,4,5,1040
674,Petrol,86,1300,4,5,1015
675,Petrol,86,1300,4,5,1040
676,Petrol,110,1600,4,5,1085
677,Petrol,86,1300,4,5,1020
678,Petrol,86,1300,4,5,1015
679,Petrol,86,1300,4,5,1025
680,Petrol,110,1600,4,5,1075
681,Petrol,86,1300,4,5,1055
682,Petrol,110,1600,4,5,1090
683,Diesel,72,2000,4,5,1135
684,Petrol,110,1600,4,5,1050
685,Petrol,110,1600,4,5,1075
686,Diesel,72,2000,4,5,1115
687,Petrol,110,1600,4,6,1065
688,Petrol,110,1600,4,5,1075
689,Petrol,110,1600,4,5,1070
690,Petrol,110,1600,4,5,1075
691,Petrol,110,1600,4,5,1085
692,Petrol,86,1300,4,5,1020
693,Petrol,110,1600,4,5,1075
694,Petrol,86,1300,4,5,1000
695,Petrol,110,1600,4,6,1065
696,Petrol,110,1600,4,5,1075
697,Petrol,86,1300,4,5,1015
698,Petrol,86,1300,4,5,1000
699,Petrol,110,1600,4,5,1050
700,Diesel,72,2000,4,5,1100
701,Petrol,110,1600,4,5,1070
702,Petrol,110,1600,4,5,1050
703,Petrol,110,1600,4,5,1050
704,Petrol,110,1600,4,5,1050
705,Petrol,110,1600,4,5,1065
706,Petrol,86,1300,4,5,1000
707,Petrol,110,1600,4,5,1075
708,Petrol,86,1300,4,5,1015
709,Petrol,110,1600,4,5,1090
710,Petrol,110,1600,4,5,1075
711,Diesel,72,2000,4,5,1100
712,Petrol,110,1600,4,5,1050
713,Petrol,110,1600,4,6,1065
714,Diesel,72,2000,4,5,1115
715,Petrol,110,1600,4,5,1050
716,Petrol,86,1300,4,5,1015
717,Petrol,110,1600,4,5,1075
718,Petrol,110,1600,4,5,1050
719,Petrol,110,1600,4,5,1050
720,Petrol,110,1600,4,5,1035
721,Petrol,86,1300,4,5,1025
722,Petrol,110,1600,4,5,1085
723,Petrol,110,1600,4,5,1050
724,Petrol,110,1600,4,5,1070
725,Petrol,110,1600,4,5,1040
726,Petrol,110,1600,4,5,1050
727,Petrol,86,1300,4,5,1015
728,Petrol,86,1300,4,5,1020
729,Petrol,86,1300,4,5,1015
730,Petrol,86,1300,4,5,1065
731,Petrol,110,1600,4,5,1050
732,Petrol,86,1300,4,5,1040
733,Petrol,110,1600,4,5,1035
734,Petrol,110,1600,4,6,1065
